JKL,ATC ,INN,Zašti?eno ime leka,FO,Pakovanje i ja?ina  leka,Naziv proizvo?a?a leka,Država proizvodnje leka,Cena leka na veliko za pakovanje,DDD,Cena leka na veliko po DDD,Participacija osiguranog lica,Indikacija,Napomena
0041503,A10AD04,insulin lispro,HUMALOG MIX 50,suspenzija za injekciju u ulošku,"uložak, 5 po 3 ml (100 i.j/1 ml)",Lilly France S.A.S.; Eli Lilly Italia S.P.A.,Francuska; Italija,"3,025.30",40 i.j.,80.67,50.00,,"  1. Samo za pacijente sa nezadovoljavaju?om kontrolom dijabetesa na terapiji humanim insulinima u toku poslednjih 6 meseci (glikozilirani hemoglobin ve?i od 7%,  tj. HbA1c>7%) u kojih  perzistiraju ponavljane postprandijalne hiperglikemije (glikemija veca od 9mmol/l, 2h posle obroka) ili ponavljane hipoglikemije ( glikemija manja od 3,5mmol/l) i pored adekvatne korekcije doziranja insulina i komplijanse pacijenta u navedenom periodu  od 6 meseci.
       Hipoglikemijska, odnosno postprandijalna hiperglikemijska epizoda se utvr?uje na jedan od slede?ih na?ina:
              - podatak o nivou glikemije u toku hipoglikemijske, odnosno postprandijalne hiperglikemijske epizode utvr?en aparatom za samokontrolu glikemije (memorija li?nog aparata) i verifikovan nalazom u kartonu pacijenta, odnosno specijalisti?kim izveštajem na osnovu koga se lek uvodi u terapiju;
             - podatak o nivou glikemije u toku hipoglikemijske epizode utvr?en aparatom za samokontrolu od strane lekara hitne pomo?i/hitne službe u ?ijem se prisustvu dogodila hipoglikemijska epizoda i verifikovan u njegovom izveštaju;   
             - podatak o nivou glikemije u toku hipoglikemijske, odnosno postprandijalne hiperglikemijske epizode utvr?en u zdravstvenoj ustanovi i verifikovan u kartonu pacijenta, odnosno specijalisti?kom izveštaju na osnovu koga se lek uvodi u terapiju.
       Lek se u terapiju uvodi na osnovu mišljenja endokrinologa ili interniste ili pedijatra koji je dužan da u specijalisti?kom  izveštaju utvrdi i dokumentuje ispunjenost napred propisanih uslova za uvo?enje ovog leka u terapiju. "
0041528,A10AD05,insulin aspart ,NOVOMIX 30 FLEXPEN,suspenzija za injekciju,"pen sa uloskom, 5 po 3 ml (100 j./1 ml )",Novo Nordisk A/S; Novo Nordisk Production S.A.S,Danska; Francuska,"3,670.80",40 j.,97.89,50.00,,"1. Samo za pacijente sa nezadovoljavaju?om kontrolom dijabetesa na terapiji humanim insulinima u toku poslednjih 6 meseci (glikozilirani hemoglobin ve?i od 7%,  tj. HbA1c>7%) u kojih  perzistiraju ponavljane postprandijalne hiperglikemije (glikemija veca od 9mmol/l, 2h posle obroka) ili ponavljane hipoglikemije ( glikemija manja od 3,5mmol/l) i pored adekvatne korekcije doziranja insulina i komplijanse pacijenta u navedenom periodu  od 6 meseci.
       Hipoglikemijska, odnosno postprandijalna hiperglikemijska epizoda se utvr?uje na jedan od slede?ih na?ina:
              - podatak o nivou glikemije u toku hipoglikemijske, odnosno postprandijalne hiperglikemijske epizode utvr?en aparatom za samokontrolu glikemije (memorija li?nog aparata) i verifikovan nalazom u kartonu pacijenta, odnosno specijalisti?kim izveštajem na osnovu koga se lek uvodi u terapiju;
             - podatak o nivou glikemije u toku hipoglikemijske epizode utvr?en aparatom za samokontrolu od strane lekara hitne pomo?i/hitne službe u ?ijem se prisustvu dogodila hipoglikemijska epizoda i verifikovan u njegovom izveštaju;   
             - podatak o nivou glikemije u toku hipoglikemijske, odnosno postprandijalne hiperglikemijske epizode utvr?en u zdravstvenoj ustanovi i verifikovan u kartonu pacijenta, odnosno specijalisti?kom izveštaju na osnovu koga se lek uvodi u terapiju.
       Lek se u terapiju uvodi na osnovu mišljenja endokrinologa ili interniste ili pedijatra koji je dužan da u specijalisti?kom  izveštaju utvrdi i dokumentuje ispunjenost napred propisanih uslova za uvo?enje ovog leka u terapiju. 
                                                                                                                                                                                                                                                                                                  
      2. Za le?enje dece sa dijabetesom tip I, lek se može koristiti i kao alternativa humanim insulinima u prvoj liniji terapije na osnovu mišljenja endokrinologa ili pedijatra."
0041555,A10AE04,insulin glargin,LANTUS SOLOSTAR,rastvor za injekciju,"pen sa uloškom, 5 po 3 ml (100 i.j./ml)",Sanofi-Aventis Deutschland GmbH,Nema?ka,"4,614.60",40 i.j.,123.06,50.00,,"Samo za pacijente sa nezadovoljavaju?om kontrolom dijabetesa na terapiji humanim insulinima u toku poslednjih 6 meseci (  glikozilirani hemoglobin ve?i od 7%  tj. HbA1c>7%) u kojih perzistiraju ponavljane hipoglikemije ( glikemija manja od 3,5 mmola /l ) i pored adekvatne korekcije doziranja insulina i komplijanse pacijenta u navedenom periodu od 6 meseci.
       Hipoglikemijska epizoda se utvr?uje na jedan od slede?ih na?ina:
              - podatak o nivou glikemije u toku hipoglikemijske epizode utvr?en aparatom za samokontrolu glikemije (memorija li?nog aparata) i verifikovan nalazom u kartonu pacijenta, odnosno specijalisti?kim na osnovu koga se lek uvodi u terapiju;
             - podatak o nivou glikemije u toku hipoglikemijske epizode utvr?en aparatom za samokontrolu od strane lekara hitne pomo?i/hitne službe u ?ijem se prisustvu dogodila hipoglikemijska epizoda i verifikovan u njegovom izveštaju;   
             - podatak o nivou glikemije u toku hipoglikemijske epizode utvr?en u zdravstvenoj ustanovi i verifikovan u kartonu pacijenta, odnosno specijalisti?kom izveštaju na osnovu koga se lek uvodi u terapiju.
Lek se u terapiju uvodi na osnovu mišljenja endokrinologa ili interniste ili pedijatra koji je dužan da u specijalisti?kom izveštaju utvrdi i dokumentuje ispunjenost napred propisanih uslova za uvo?enje ovog leka u terapiju."
0041666,A10AE04,insulin glargin,TOUJEO,rastvor za injekciju u penu sa uloškom,"pen sa uloškom Solostar, 3 po 1,5ml (300j./ml)",Sanofi-Aventis Deutschland GmbH,Nema?ka,"4,224.10",40 i.j.,125.16,50.00,,"Samo za odrasle pacijente sa nezadovoljavaju?om kontrolom dijabetesa na terapiji humanim insulinima u toku poslednjih 6 meseci (  glikozilirani hemoglobin ve?i od 7%  tj. HbA1c>7%) u kojih perzistiraju ponavljane hipoglikemije ( glikemija manja od 3,5 mmola /l ) i pored adekvatne korekcije doziranja insulina i komplijanse pacijenta u navedenom periodu od 6 meseci.
       Hipoglikemijska epizoda se utvr?uje na jedan od slede?ih na?ina:
              - podatak o nivou glikemije u toku hipoglikemijske epizode utvr?en aparatom za samokontrolu glikemije (memorija li?nog aparata) i verifikovan nalazom u kartonu pacijenta, odnosno specijalisti?kim na osnovu koga se lek uvodi u terapiju;
             - podatak o nivou glikemije u toku hipoglikemijske epizode utvr?en aparatom za samokontrolu od strane lekara hitne pomo?i/hitne službe u ?ijem se prisustvu dogodila hipoglikemijska epizoda i verifikovan u njegovom izveštaju;   
             - podatak o nivou glikemije u toku hipoglikemijske epizode utvr?en u zdravstvenoj ustanovi i verifikovan u kartonu pacijenta, odnosno specijalisti?kom izveštaju na osnovu koga se lek uvodi u terapiju.
Lek se u terapiju uvodi na osnovu mišljenja endokrinologa ili interniste koji je dužan da u specijalisti?kom izveštaju utvrdi i dokumentuje ispunjenost napred propisanih uslova za uvo?enje ovog leka u terapiju."
0041667,A10AE04,insulin glargin,ABASAGLAR,rastvor za injekciju u ulošku,"uložak, 5 po 3 ml (100 j./ml)",Lilly France,Francuska,"3,589.10",40 i.j,95.71,50.00,,"Samo za pacijente sa nezadovoljavaju?om kontrolom dijabetesa na terapiji humanim insulinima u toku poslednjih 6 meseci (  glikozilirani hemoglobin ve?i od 7%  tj. HbA1c>7%) u kojih perzistiraju ponavljane hipoglikemije ( glikemija manja od 3,5 mmola /l ) i pored adekvatne korekcije doziranja insulina i komplijanse pacijenta u navedenom periodu od 6 meseci.
       Hipoglikemijska epizoda se utvr?uje na jedan od slede?ih na?ina:
              - podatak o nivou glikemije u toku hipoglikemijske epizode utvr?en aparatom za samokontrolu glikemije (memorija li?nog aparata) i verifikovan nalazom u kartonu pacijenta, odnosno specijalisti?kim na osnovu koga se lek uvodi u terapiju;
             - podatak o nivou glikemije u toku hipoglikemijske epizode utvr?en aparatom za samokontrolu od strane lekara hitne pomo?i/hitne službe u ?ijem se prisustvu dogodila hipoglikemijska epizoda i verifikovan u njegovom izveštaju;   
             - podatak o nivou glikemije u toku hipoglikemijske epizode utvr?en u zdravstvenoj ustanovi i verifikovan u kartonu pacijenta, odnosno specijalisti?kom izveštaju na osnovu koga se lek uvodi u terapiju.
Lek se u terapiju uvodi na osnovu mišljenja endokrinologa ili interniste ili pedijatra koji je dužan da u specijalisti?kom izveštaju utvrdi i dokumentuje ispunjenost napred propisanih uslova za uvo?enje ovog leka u terapiju."
0041550,A10AE05,insulin detemir,LEVEMIR FLEXPEN,rastvor za injekciju,"pen sa uloškom, 5 po 3 ml (100 j./1 ml )",Novo Nordisk A/S; Novo Nordisk Production S.A.S,Danska; Francuska,"5,676.90",40 j.,151.38,50.00,,"Samo za pacijente sa nezadovoljavaju?om kontrolom dijabetesa na terapiji humanim insulinima u toku poslednjih 6 meseci (  glikozilirani hemoglobin ve?i od 7%  tj. HbA1c>7%) u kojih perzistiraju ponavljane hipoglikemije ( glikemija manja od 3,5 mmola /l ) i pored adekvatne korekcije doziranja insulina i komplijanse pacijenta u navedenom periodu od 6 meseci.
       Hipoglikemijska epizoda se utvr?uje na jedan od slede?ih na?ina:
              - podatak o nivou glikemije u toku hipoglikemijske epizode utvr?en aparatom za samokontrolu glikemije (memorija li?nog aparata) i verifikovan nalazom u kartonu pacijenta, odnosno specijalisti?kim na osnovu koga se lek uvodi u terapiju;
             - podatak o nivou glikemije u toku hipoglikemijske epizode utvr?en aparatom za samokontrolu od strane lekara hitne pomo?i/hitne službe u ?ijem se prisustvu dogodila hipoglikemijska epizoda i verifikovan u njegovom izveštaju;   
             - podatak o nivou glikemije u toku hipoglikemijske epizode utvr?en u zdravstvenoj ustanovi i verifikovan u kartonu pacijenta, odnosno specijalisti?kom izveštaju na osnovu koga se lek uvodi u terapiju.
Lek se u terapiju uvodi na osnovu mišljenja endokrinologa ili interniste ili pedijatra koji je dužan da u specijalisti?kom izveštaju utvrdi i dokumentuje ispunjenost napred propisanih uslova za uvo?enje ovog leka u terapiju."
0041206,A10AE06,insulin degludek,TRESIBA FLEXTOUCH,rastvor za injekciju u penu sa uloškom,"pen sa uloškom, 5 po 3 ml (100j./ml)",NOVO NORDISK A/S,Danska,"5,877.50",40 j,156.73,50.00,,"Samo za pacijente sa nezadovoljavaju?om kontrolom dijabetesa na terapiji humanim insulinima u toku poslednjih 6 meseci (  glikozilirani hemoglobin ve?i od 7%  tj. HbA1c>7%) u kojih perzistiraju ponavljane hipoglikemije ( glikemija manja od 3,5 mmola /l ) i pored adekvatne korekcije doziranja insulina i komplijanse pacijenta u navedenom periodu od 6 meseci  Hipoglikemijska epizoda se utvr?uje na jedan od slede?ih na?ina:  
- podatak o nivou glikemije u toku hipoglikemijske epizode utvr?en aparatom za samokontrolu glikemije (memorija li?nog aparata) i verifikovan nalazom u kartonu pacijenta, odnosno specijalisti?kim na osnovu koga se lek uvodi u terapiju;
 - podatak o nivou glikemije u toku hipoglikemijske epizode utvr?en aparatom za samokontrolu od strane lekara hitne pomo?i/hitne službe u ?ijem se prisustvu dogodila hipoglikemijska epizoda i verifikovan u njegovom izveštaju;   
 - podatak o nivou glikemije u toku hipoglikemijske epizode utvr?en u zdravstvenoj ustanovi i verifikovan u kartonu pacijenta, odnosno specijalisti?kom izveštaju na osnovu koga se lek uvodi u terapiju.
Lek se u terapiju uvodi na osnovu mišljenja endokrinologa ili interniste ili pedijatra koji je dužan da u specijalisti?kom izveštaju utvrdi i dokumentuje ispunjenost napred propisanih uslova za uvo?enje ovog leka u terapiju."
0041207,A10AE06,insulin degludek,TRESIBA FLEXTOUCH,rastvor za injekciju u penu sa uloškom,"pen sa uloškom, 3 po 3 ml (200j./ml)",NOVO NORDISK A/S,Danska,"7,053.00",40 j,156.73,50.00,,"Samo za pacijente sa nezadovoljavaju?om kontrolom dijabetesa na terapiji humanim insulinima u toku poslednjih 6 meseci (  glikozilirani hemoglobin ve?i od 7%  tj. HbA1c>7%) u kojih perzistiraju ponavljane hipoglikemije ( glikemija manja od 3,5 mmola /l ) i pored adekvatne korekcije doziranja insulina i komplijanse pacijenta u navedenom periodu od 6 meseci  Hipoglikemijska epizoda se utvr?uje na jedan od slede?ih na?ina:  
- podatak o nivou glikemije u toku hipoglikemijske epizode utvr?en aparatom za samokontrolu glikemije (memorija li?nog aparata) i verifikovan nalazom u kartonu pacijenta, odnosno specijalisti?kim na osnovu koga se lek uvodi u terapiju;
 - podatak o nivou glikemije u toku hipoglikemijske epizode utvr?en aparatom za samokontrolu od strane lekara hitne pomo?i/hitne službe u ?ijem se prisustvu dogodila hipoglikemijska epizoda i verifikovan u njegovom izveštaju;   
 - podatak o nivou glikemije u toku hipoglikemijske epizode utvr?en u zdravstvenoj ustanovi i verifikovan u kartonu pacijenta, odnosno specijalisti?kom izveštaju na osnovu koga se lek uvodi u terapiju.
Lek se u terapiju uvodi na osnovu mišljenja endokrinologa ili interniste ili pedijatra koji je dužan da u specijalisti?kom izveštaju utvrdi i dokumentuje ispunjenost napred propisanih uslova za uvo?enje ovog leka u terapiju."
1043060,A10BA02,metformin,GLUFORMIN,film tableta,"blister, 30 po 500 mg",Hemofarm a.d.,Republika Srbija,79.60,2 g,10.61,50.00,,
1043062,A10BA02,metformin,GLUFORMIN,film tableta,"blister, 30 po 1000 mg",Hemofarm a.d.,Republika Srbija,122.40,2 g,8.16,50.00,,
1043070,A10BA02,metformin,TEFOR,film tableta,"blister, 30 po 500 mg",Galenika a.d.,Republika Srbija,79.60,2 g,10.61,50.00,,
1043071,A10BA02,metformin,TEFOR,film tableta,"tegla, 30 po 850 mg",Galenika a.d.,Republika Srbija,95.00,2 g,7.45,50.00,,
1043107,A10BA02,metformin,GLUCOPHAGE,film tableta,30 po 1000 mg,Merck Sante S.A.S; Merck S.L.; Merck KGaA; Merck KGaA & Co. WERK SPITTAL; Famar Lyon,Francuska; Španija; Nema?ka; Austrija; Francuska,122.40,2 g,8.16,50.00,,
1043116,A10BA02,metformin,METFODIAB,film tableta,"blister, 30 po 500 mg",Actavis UK Limited; Balkanpharma-Dupnitsa ad,Velika Britanija; Bugarska,79.60,2 g,10.61,50.00,,
1043117,A10BA02,metformin,METFODIAB,film tableta,"blister, 30 po 1000 mg",Balkanpharma-Dupnitsa ad,Bugarska,122.40,2 g,8.16,50.00,,
1042332,A10BB01,glibenklamid,"MANINIL 3,5",tableta,"blister, 30 po 3,5 mg",Berlin-Chemie (Menarini group),Nema?ka,95.80,7  mg,6.39,50.00,,
1042076,A10BB09,gliklazid,GLIKOSAN,tableta,"blister, 30 po 80 mg",Slaviamed d.o.o.,Republika Srbija,178.90,60mg,4.47,50.00,,
1042070,A10BB09,gliklazid,GLIORAL ,tableta,"blister, 30 po 80 mg",Galenika a.d.,Republika Srbija,178.90,60mg,4.47,50.00,,
1042065,A10BB09,gliklazid,DIPRIAN,tableta sa modifikovanim osloba?anjem,"blister, 30 po 80 mg",Hemofarm a.d.,Republika Srbija,178.90,60mg,4.47,50.00,,
1042311,A10BB12,glimepirid,AMARYL,tableta,"blister, 30 po 2 mg",Sanofi Winthrop Industrie; Sanofi S.P.A.,Francuska; Italija,80.10,2 mg,2.67,50.00,,
1042312,A10BB12,glimepirid,AMARYL,tableta,"blister, 30 po 3 mg",Sanofi Winthrop Industrie; Sanofi S.P.A.,Francuska; Italija,134.70,2 mg,2.99,50.00,,
1042313,A10BB12,glimepirid,AMARYL,tableta,"blister, 30 po 4 mg",Sanofi Winthrop Industrie; Sanofi S.P.A.,Francuska; Italija,149.70,2 mg,2.50,50.00,,
1042830,A10BB12,glimepirid,LIMERAL,tableta,"blister, 30 po 1 mg",Zdravlje a.d.,Republika Srbija,102.70,2 mg,6.85,50.00,,
1042831,A10BB12,glimepirid,LIMERAL,tableta,"blister, 30 po 2 mg",Zdravlje a.d.,Republika Srbija,80.10,2 mg,2.67,50.00,,
1042832,A10BB12,glimepirid,LIMERAL,tableta,"blister, 30 po 3 mg",Zdravlje a.d.,Republika Srbija,134.70,2 mg,2.99,50.00,,
1042833,A10BB12,glimepirid,LIMERAL,tableta,"blister, 30 po 4 mg",Zdravlje a.d.,Republika Srbija,149.70,2 mg,2.50,50.00,,
1042834,A10BB12,glimepirid,LIMERAL,tableta,"blister, 30 po 6 mg",Zdravlje a.d.,Republika Srbija,369.80,2 mg,4.11,50.00,,
1042001,A10BB12,glimepirid,MEGLIMID,tableta,"blister, 30 po 2 mg",Krka Tovarna Zdravil d.d. ,Slovenija,80.10,2 mg,2.67,50.00,,
1042004,A10BB12,glimepirid,MEGLIMID,tableta,"blister, 30 po 3 mg",Krka Tovarna Zdravil d.d. ,Slovenija,134.70,2 mg,2.99,50.00,,
1042003,A10BB12,glimepirid,MEGLIMID,tableta,"blister, 30 po 4 mg",Krka Tovarna Zdravil d.d. ,Slovenija,149.70,2 mg,2.50,50.00,,
1042314,A10BB12,glimepirid,MELPAMID,tableta,"blister, 30 po 1 mg","Bosnalijek
 D.D.",Bosna i Hercegovina ,102.70,2 mg,6.85,50.00,,
1042315,A10BB12,glimepirid,MELPAMID,tableta,"blister, 30 po 2 mg","Bosnalijek
 D.D.",Bosna i Hercegovina ,80.10,2 mg,2.67,50.00,,
1042316,A10BB12,glimepirid,MELPAMID,tableta,"blister, 30 po 3 mg","Bosnalijek
 D.D.",Bosna i Hercegovina ,134.70,2 mg,2.99,50.00,,
1042835,A10BB12,glimepirid,LIMERAL,tableta,"blister, 60 po 1 mg",Zdravlje AD Leskovac,Republika Srbija,205.40,2 mg,6.85,50.00,,
1042836,A10BB12,glimepirid,LIMERAL,tableta,"blister, 60 po 2 mg",Zdravlje AD Leskovac,Republika Srbija,160.20,2 mg,2.67,50.00,,
1042837,A10BB12,glimepirid,LIMERAL,tableta,"blister, 60 po 3 mg",Zdravlje AD Leskovac,Republika Srbija,269.40,2 mg,2.99,50.00,,
1042838,A10BB12,glimepirid,LIMERAL,tableta,"blister, 60 po 4 mg",Zdravlje AD Leskovac,Republika Srbija,299.40,2 mg,2.50,50.00,,
1042839,A10BB12,glimepirid,LIMERAL,tableta,"blister, 60 po 6 mg",Zdravlje AD Leskovac,Republika Srbija,739.60,2 mg,4.11,50.00,,
2050087,A11CC05,holekalciferol,VIGANTOL ULJE,"oralne kapi, rastvor","bo?ica sa kapaljkom, 1 po 10 ml (20000 i.j./ml)",Merck KGaA,Nema?ka,198.90,20 mcg,0.80,50.00,,Samo za decu.
1053075,A12AA04,kalcijum karbonat,KALCIJUM KARBONAT ALKALOID,tableta,"tegla, 50 po 1 g ",Alkaloid a.d.,Republika Makedonija,345.50,3 g,20.73,50.00,,
2053247,A12BA01,kalijum-hlorid,KALII CHLORIDI ,prašak za oralni rastvor,"kesica, 10 po 1g",Ufar d.o.o,Republika Srbija,122.70,3g,36.81,50.00,,"Uz diuretike Henleove petlje, nakon bolni?kog le?enja, na osnovu mišljenja iz otpusne liste i kod preosetljivosti ili kontraindikacije na spironolakton."
1063115,B01AA03,varfarin,FARIN ,tableta,"blister, 30 po 5 mg",Galenika a.d.,Republika Srbija,115.00,"7,5 mg",5.75,50.00,,
3060073,B03AB05,gvož?e III hidroksid polimaltozni kompleks,FERRUM SANDOZ,sirup,1 po 100 ml (50 mg/5 ml),"Lek farmacevtska družba d.d. u saradnji sa Vifor Inc, Švajcarska",Slovenija,236.40,90 mg,21.28,50.00,,
3060072,B03AB05,gvož?e (III) hidroksid polimaltozni kompleks,REFERUM,sirup,"boca staklena, 100 ml (50 mg/5 ml)",Slaviamed d.o.o.,Republika Srbija,236.40,90 mg,21.28,50.00,,
3060074,B03AB05,gvož?e (III) hidroksid polimaltozni kompleks,REFERUM,sirup,"boca staklena, 100 ml (100 mg/5 ml)",Slaviamed d.o.o.,Republika Srbija,526.70,90 mg,23.70,50.00,,
3060050,B03AB09,gvož?e (III)-proteinsukcinilat,LEGOFER,oralni rastvor,"boca staklena, 1 po 150 ml (800 mg/15 ml)","Alkaloid a.d. u saradnji sa Italfarmaco S.P.A, Italija ",Republika Makedonija,282.90,-,-,50.00,,
1061040,B03BB01,folna kiselina,FOLNAK,tableta,"kontejner za tablete, 20 po 5 mg",M.D. Nini d.o.o.,Republika Srbija,117.30,"0,4 mg",0.47,50.00,,Lek se u terapiju uvodi na osnovu mišljenja interniste ili ginekologa.
1061050,B03BB01,folna kiselina,FOLACIN,tableta,"blister, 20 po 5 mg",JGL D.O.O. BEOGRAD-SOPOT,Republika Srbija,117.30,"0,4 mg",0.47,50.00,,Lek se u terapiju uvodi na osnovu mišljenja interniste ili ginekologa.
